fuel,source_line,parameter,raw_value,code_effect_if_exact_fuel_lookup,admission,scope,reason,source,implementation
Solar Photovoltaics,14,ramp_limit_up,999,1.0,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L14,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Solar Photovoltaics,14,ramp_limit_down,999,1.0,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L14,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Solar Photovoltaics,14,p_min_pu,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L14,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Solar Photovoltaics,14,up_time_before,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L14,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Solar Photovoltaics,14,start_up_cost,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L14,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Solar Photovoltaics,14,p_max_pu,100,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L14,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Waste (anaerobic digestion),15,committable,FALSE,FALSE only if exact normalized carrier key matches and thermal solve_mode is MILP,HOLD,native historical chronology parameter,LP explicitly disables UC; key normalization can prevent lookup; root config path differs from defaults.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L15,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Waste (anaerobic digestion),15,min_up_time,0,0,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L15,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Waste (anaerobic digestion),15,min_down_time,0,0,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L15,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Waste (anaerobic digestion),15,ramp_limit_up,999,1.0,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L15,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Waste (anaerobic digestion),15,ramp_limit_down,999,1.0,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L15,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Waste (anaerobic digestion),15,p_min_pu,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L15,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Waste (anaerobic digestion),15,up_time_before,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L15,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Waste (anaerobic digestion),15,start_up_cost,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L15,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Waste (anaerobic digestion),15,p_max_pu,100,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L15,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Anaerobic Digestion,16,committable,FALSE,FALSE only if exact normalized carrier key matches and thermal solve_mode is MILP,HOLD,native historical chronology parameter,LP explicitly disables UC; key normalization can prevent lookup; root config path differs from defaults.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L16,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Anaerobic Digestion,16,min_up_time,0,0,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L16,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Anaerobic Digestion,16,min_down_time,0,0,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L16,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Anaerobic Digestion,16,ramp_limit_up,999,1.0,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L16,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Anaerobic Digestion,16,ramp_limit_down,999,1.0,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L16,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Anaerobic Digestion,16,p_min_pu,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L16,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Anaerobic Digestion,16,up_time_before,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L16,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Anaerobic Digestion,16,start_up_cost,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L16,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Anaerobic Digestion,16,p_max_pu,100,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L16,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
EfW Incineration,17,committable,FALSE,FALSE only if exact normalized carrier key matches and thermal solve_mode is MILP,HOLD,native historical chronology parameter,LP explicitly disables UC; key normalization can prevent lookup; root config path differs from defaults.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L17,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
EfW Incineration,17,min_up_time,0,0,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L17,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
EfW Incineration,17,min_down_time,0,0,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L17,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
EfW Incineration,17,ramp_limit_up,999,1.0,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L17,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
EfW Incineration,17,ramp_limit_down,999,1.0,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L17,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
EfW Incineration,17,p_min_pu,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L17,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
EfW Incineration,17,up_time_before,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L17,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
EfW Incineration,17,start_up_cost,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L17,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
EfW Incineration,17,p_max_pu,36,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L17,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Landfill Gas,18,committable,FALSE,FALSE only if exact normalized carrier key matches and thermal solve_mode is MILP,HOLD,native historical chronology parameter,LP explicitly disables UC; key normalization can prevent lookup; root config path differs from defaults.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L18,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Landfill Gas,18,min_up_time,0,0,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L18,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Landfill Gas,18,min_down_time,0,0,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L18,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Landfill Gas,18,ramp_limit_up,999,1.0,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L18,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Landfill Gas,18,ramp_limit_down,999,1.0,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L18,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Landfill Gas,18,p_min_pu,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L18,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Landfill Gas,18,up_time_before,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L18,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Landfill Gas,18,start_up_cost,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L18,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Landfill Gas,18,p_max_pu,100,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L18,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Sewage Sludge Digestion,19,committable,FALSE,FALSE only if exact normalized carrier key matches and thermal solve_mode is MILP,HOLD,native historical chronology parameter,LP explicitly disables UC; key normalization can prevent lookup; root config path differs from defaults.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L19,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Sewage Sludge Digestion,19,min_up_time,0,0,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L19,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Sewage Sludge Digestion,19,min_down_time,0,0,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L19,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Sewage Sludge Digestion,19,ramp_limit_up,999,1.0,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L19,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Sewage Sludge Digestion,19,ramp_limit_down,999,1.0,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L19,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Sewage Sludge Digestion,19,p_min_pu,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L19,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Sewage Sludge Digestion,19,up_time_before,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L19,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Sewage Sludge Digestion,19,start_up_cost,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L19,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Sewage Sludge Digestion,19,p_max_pu,100,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L19,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Shoreline Wave,20,committable,FALSE,FALSE only if exact normalized carrier key matches and thermal solve_mode is MILP,HOLD,native historical chronology parameter,LP explicitly disables UC; key normalization can prevent lookup; root config path differs from defaults.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L20,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Shoreline Wave,20,min_up_time,0,0,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L20,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Shoreline Wave,20,min_down_time,0,0,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L20,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Shoreline Wave,20,ramp_limit_up,999,1.0,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L20,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
